,Año,Trimestre,Alquiler mensual en soles corrientes,Distrito,Superficie,Número de habitaciones,Número de baños,Número de garages,Años de antigüedad
9267,2012,4,3876.5569444444445,San Isidro,160.0,3.0,3.0,2.0,0.0
9268,2012,4,2325.934166666667,San Isidro,100.0,2.0,2.0,1.0,5.0
9269,2012,4,5168.742592592593,San Isidro,244.0,3.0,3.0,1.0,30.0
9270,2012,4,2832.470940740741,San Isidro,94.0,2.0,2.0,1.0,2.0
9271,2012,4,3876.5569444444445,San Isidro,140.0,3.0,2.0,2.0,2.0
9272,2012,4,5944.053981481482,San Isidro,295.0,3.0,3.5,2.0,8.0
9273,2012,4,2325.934166666667,San Isidro,100.0,3.0,2.0,1.0,4.0
9274,2012,4,1938.2784722222223,San Isidro,95.0,3.0,2.5,1.0,1.0
9275,2012,4,4445.11862962963,San Isidro,170.0,3.0,3.0,1.0,8.0
9276,2012,4,6349.8002750000005,San Isidro,213.0,3.0,4.0,2.0,4.0
9277,2012,4,2325.934166666667,Surco,158.0,3.0,2.0,1.0,3.0
9278,2012,4,4393.431203703703,Surco,206.0,3.0,4.0,2.0,10.0
9279,2012,4,5168.742592592593,Surco,150.0,2.0,3.0,2.0,5.0
9280,2012,4,1133.5052505555557,Surco,85.0,2.0,2.0,1.0,8.0
9281,2012,4,3669.807240740741,Surco,150.0,3.0,4.0,0.0,0.0
9282,2012,4,2325.934166666667,Surco,70.0,2.0,2.0,1.0,1.0
9283,2012,4,1369.716787037037,Surco,100.0,2.0,1.0,1.0,15.0
9284,2012,4,3230.4641203703704,Surco,148.0,3.0,3.0,2.0,3.0
9285,2012,4,2325.934166666667,Surco,113.0,3.0,3.0,1.0,6.0
9286,2012,4,3101.2455555555557,Surco,120.0,3.0,2.5,2.0,3.0
9287,2012,4,3359.682685185185,Miraflores,100.0,2.0,2.0,1.0,6.0
9288,2012,4,4910.305462962963,Miraflores,140.0,3.0,3.0,2.0,10.0
9289,2012,4,3230.4641203703704,Miraflores,101.0,3.0,3.0,1.0,0.0
9290,2012,4,4134.994074074074,Miraflores,170.0,2.0,4.0,1.0,5.0
9291,2012,4,3359.682685185185,Miraflores,75.0,2.0,1.0,1.0,0.0
9292,2012,4,3618.119814814815,Miraflores,120.0,2.0,2.0,1.0,10.0
9293,2012,4,3101.2455555555557,Miraflores,104.0,2.0,3.0,1.0,0.0
9294,2012,4,2842.808425925926,Miraflores,90.0,2.0,3.0,1.0,2.0
9295,2012,4,3876.5569444444445,Miraflores,180.0,3.0,2.5,2.0,0.0
9296,2012,4,2067.497037037037,Miraflores,70.0,2.0,2.0,1.0,8.0
9297,2012,4,2842.808425925926,Miraflores,110.0,3.0,2.5,2.0,6.0
9298,2012,4,2584.3712962962964,Miraflores,100.0,2.0,2.0,2.0,0.0
9299,2012,4,3359.682685185185,Miraflores,100.0,2.0,2.0,0.0,0.0
9300,2012,4,3876.5569444444445,Miraflores,180.0,3.0,3.5,2.0,4.0
9301,2012,4,3230.4641203703704,Miraflores,120.0,3.0,2.5,1.0,3.0
9302,2012,4,3101.2455555555557,Miraflores,120.0,2.0,2.0,1.0,10.0
9303,2012,4,2584.3712962962964,Miraflores,108.0,2.0,3.0,2.0,0.0
9304,2012,4,2119.184462962963,Miraflores,79.0,3.0,2.0,1.0,3.0
9305,2012,4,4781.086898148148,Miraflores,120.0,3.0,2.0,2.0,5.0
9306,2012,4,2739.433574074074,Miraflores,102.0,4.0,3.0,1.0,0.0
9307,2012,4,2196.7156018518517,Jesús María,95.0,3.0,2.0,0.0,2.0
9308,2012,4,2325.934166666667,Jesús María,90.0,3.0,2.0,0.0,5.0
9309,2012,4,904.5299537037038,Lince,68.0,2.0,1.0,0.0,15.0
9310,2012,4,1090.6046870370371,Lince,92.0,2.0,1.0,0.0,5.0
9311,2012,4,2325.934166666667,Lince,82.0,2.0,2.0,2.0,0.0
9312,2012,4,1033.7485185185185,Pueblo Libre,60.0,2.0,2.0,0.0,0.0
9313,2012,4,1679.8413425925926,Pueblo Libre,65.0,2.0,2.0,0.0,1.0
9314,2012,4,1421.404212962963,Pueblo Libre,70.0,2.0,1.0,1.0,3.0
9315,2012,4,1599.6224575555557,Pueblo Libre,70.0,2.0,2.0,0.0,1.0
9316,2012,4,1399.6696503611113,Pueblo Libre,90.0,2.0,2.0,0.0,2.0
9317,2012,4,649.8401624537037,Pueblo Libre,60.0,2.0,1.0,0.0,5.0
9318,2012,4,2842.808425925926,Magdalena,115.0,2.0,1.5,1.0,15.0
9319,2012,4,2067.497037037037,Magdalena,95.0,2.0,2.0,1.0,2.0
9320,2012,4,1699.5859392962964,Magdalena,95.0,3.0,2.0,1.0,2.0
9321,2012,4,594.4053981481482,San Miguel,77.0,3.0,2.0,1.0,4.0
9322,2012,4,1178.8351230925925,San Miguel,118.0,2.0,1.0,0.0,1.0
9323,2012,4,1134.5389990740741,San Miguel,80.0,3.0,2.0,0.0,1.0
9324,2012,4,1550.6227777777779,San Miguel,90.0,3.0,2.0,1.0,3.0
9325,2012,4,1162.9670833333334,San Miguel,55.0,2.0,1.0,1.0,3.0
9326,2012,4,772.7270175925926,San Miguel,80.0,2.0,1.0,0.0,1.0
9327,2012,4,2584.3712962962964,La Molina,100.0,3.0,2.0,0.0,4.0
9328,2012,4,2455.1527314814816,La Molina,185.0,3.0,4.0,1.0,2.0
9329,2012,4,1175.8889398148149,La Molina,98.0,3.0,2.0,0.0,5.0
9330,2012,4,2119.184462962963,La Molina,200.0,2.0,1.0,2.0,7.0
9331,2012,4,4445.11862962963,La Molina,250.0,2.0,2.0,1.0,21.0
9332,2012,4,1266.3419351851853,La Molina,78.0,3.0,2.0,1.0,6.0
9333,2012,4,1550.6227777777779,La Molina,130.0,3.0,3.0,0.0,1.0
9334,2012,4,2584.3712962962964,La Molina,135.0,2.0,3.0,1.0,10.0
9335,2012,4,1283.166192324074,La Molina,78.0,2.0,1.0,1.0,0.0
9336,2012,4,1202.9731510000001,La Molina,85.0,3.0,2.0,1.0,2.0
9337,2012,4,2002.8877546296296,San Borja,104.0,3.0,3.0,1.0,12.0
9338,2012,4,4910.305462962963,San Borja,208.0,3.0,3.5,2.0,0.0
9339,2012,4,3230.4641203703704,San Borja,160.0,3.0,2.5,2.0,3.0
9340,2012,4,2196.7156018518517,San Borja,108.0,3.0,2.0,0.0,0.0
9341,2012,4,1809.0599074074075,San Borja,110.0,3.0,3.0,2.0,5.0
9342,2012,4,3359.682685185185,San Borja,130.0,3.0,2.0,2.0,3.0
9343,2012,4,1704.2119639166665,San Borja,110.0,3.0,2.0,1.0,3.0
9344,2012,4,1403.4686761666665,San Borja,90.0,2.0,2.0,0.0,4.0
9345,2012,4,2004.9552516666665,San Borja,140.0,3.0,2.0,1.0,2.0
9346,2012,4,1052.5885852685185,San Borja,90.0,2.0,2.0,0.0,4.0
9347,2012,4,3876.5569444444445,San Isidro,220.0,3.0,3.0,2.0,5.0
9348,2012,4,2325.934166666667,San Isidro,107.0,3.0,3.0,1.0,0.0
9349,2012,4,6460.928240740741,San Isidro,200.0,3.0,2.0,1.0,64.0
9350,2012,4,2325.934166666667,San Isidro,105.0,3.0,2.0,1.0,15.0
9351,2012,4,6460.928240740741,San Isidro,278.0,3.0,3.0,2.0,35.0
9352,2012,4,2584.3712962962964,San Isidro,90.0,2.0,2.0,0.0,8.0
9353,2012,4,3359.682685185185,San Isidro,143.0,2.0,2.5,1.0,0.0
9354,2012,4,2325.934166666667,San Isidro,80.0,2.0,1.0,1.0,5.0
9355,2012,4,4134.994074074074,San Isidro,160.0,3.0,2.0,1.0,25.0
9356,2012,4,5685.616851851852,San Isidro,220.0,3.0,2.5,2.0,15.0
9357,2012,4,2325.934166666667,Surco,120.0,3.0,2.0,1.0,2.0
9358,2012,4,1550.6227777777779,Surco,140.0,3.0,2.0,1.0,1.0
9359,2012,4,1292.1856481481482,Surco,150.0,3.0,2.0,2.0,8.0
9360,2012,4,2196.7156018518517,Surco,130.0,3.0,2.5,1.0,5.0
9361,2012,4,1550.6227777777779,Surco,82.0,3.0,2.0,1.0,0.0
9362,2012,4,5039.5240277777775,Surco,225.0,3.0,4.5,2.0,5.0
9363,2012,4,1904.268145962963,Surco,100.0,3.0,2.0,1.0,4.0
9364,2012,4,2455.1527314814816,Surco,100.0,2.0,2.0,2.0,0.0
9365,2012,4,1421.404212962963,Surco,100.0,3.0,2.0,1.0,3.0
9366,2012,4,3101.2455555555557,Surco,135.0,3.0,3.0,2.0,7.0
9367,2012,4,5944.053981481482,Miraflores,240.0,3.0,3.0,1.0,5.0
9368,2012,4,2325.934166666667,Miraflores,98.0,3.0,3.0,1.0,10.0
9369,2012,4,3876.5569444444445,Miraflores,150.0,3.0,3.0,1.0,8.0
9370,2012,4,3592.2761018518518,Miraflores,68.0,2.0,1.0,1.0,1.0
9371,2012,4,2325.934166666667,Miraflores,95.0,2.0,2.0,1.0,8.0
9372,2012,4,2584.3712962962964,Miraflores,155.0,3.0,2.0,1.0,15.0
9373,2012,4,3359.682685185185,Miraflores,125.0,3.0,3.0,1.0,1.0
9374,2012,4,3101.2455555555557,Miraflores,140.0,3.0,2.0,2.0,15.0
9375,2012,4,2842.808425925926,Miraflores,90.0,3.0,3.0,1.0,7.0
9376,2012,4,2325.934166666667,Miraflores,104.0,2.0,3.0,1.0,5.0
9377,2012,4,4134.994074074074,Miraflores,140.0,3.0,3.0,1.0,5.0
9378,2012,4,2067.497037037037,Miraflores,90.0,2.0,2.0,0.0,6.0
9379,2012,4,2842.808425925926,Miraflores,105.0,3.0,3.0,1.0,0.0
9380,2012,4,3876.5569444444445,Miraflores,107.0,3.0,3.0,1.0,1.0
9381,2012,4,4651.868333333334,Miraflores,200.0,3.0,3.5,2.0,0.0
9382,2012,4,2842.808425925926,Miraflores,85.0,2.0,2.0,1.0,0.0
9383,2012,4,2325.934166666667,Miraflores,88.0,2.0,2.5,1.0,2.0
9384,2012,4,2325.934166666667,Miraflores,100.0,2.0,2.0,1.0,12.0
9385,2012,4,3359.682685185185,Miraflores,120.0,3.0,2.0,1.0,10.0
9386,2012,4,2067.497037037037,Miraflores,100.0,2.0,2.5,1.0,2.0
9387,2012,4,1361.9636731481482,Jesús María,85.0,2.0,1.0,0.0,2.0
9388,2012,4,1360.2063006666667,Jesús María,85.0,2.0,1.0,0.0,2.0
9389,2012,4,1757.3724814814816,Jesús María,100.0,3.0,3.0,0.0,3.0
9390,2012,4,907.114325,Lince,120.0,2.0,1.0,0.0,5.0
9391,2012,4,1303.2209135833334,Lince,85.0,2.0,2.0,0.0,0.0
9392,2012,4,775.3113888888889,Lince,90.0,2.0,1.0,0.0,3.0
9393,2012,4,1603.9642013333334,Pueblo Libre,95.0,3.0,2.0,0.0,2.0
9394,2012,4,1002.4776258333333,Pueblo Libre,95.0,2.0,2.0,0.0,4.0
9395,2012,4,1403.4686761666665,Pueblo Libre,110.0,2.0,2.0,1.0,0.0
9396,2012,4,1202.9731510000001,Pueblo Libre,90.0,2.0,1.0,0.0,3.0
9397,2012,4,1550.6227777777779,Magdalena,90.0,3.0,2.0,1.0,0.0
9398,2012,4,2506.1682208703705,Magdalena,127.0,3.0,2.0,1.0,1.0
9399,2012,4,2067.497037037037,Magdalena,110.0,3.0,2.0,0.0,3.0
9400,2012,4,1098.3578009259259,San Miguel,63.0,3.0,2.0,0.0,5.0
9401,2012,4,2067.497037037037,San Miguel,98.0,3.0,2.5,0.0,0.0
9402,2012,4,1188.8107962962963,San Miguel,78.0,3.0,2.0,1.0,0.0
9403,2012,4,1369.716787037037,San Miguel,70.0,2.0,2.0,1.0,1.0
9404,2012,4,907.114325,San Miguel,110.0,2.0,1.0,0.0,3.0
9405,2012,4,2015.809611111111,La Molina,110.0,3.0,3.0,1.0,2.0
9406,2012,4,1292.1856481481482,La Molina,130.0,3.0,4.0,1.0,4.0
9407,2012,4,1421.404212962963,La Molina,77.0,2.0,1.0,0.0,15.0
9408,2012,4,1421.404212962963,La Molina,81.0,2.0,2.0,0.0,0.0
9409,2012,4,993.2255765925926,La Molina,75.0,2.0,1.0,0.0,3.0
9410,2012,4,1369.716787037037,La Molina,100.0,3.0,2.0,0.0,2.0
9411,2012,4,1498.935351851852,La Molina,115.0,3.0,2.0,1.0,0.0
9412,2012,4,1241.5319707407407,La Molina,100.0,3.0,2.0,0.0,2.0
9413,2012,4,1369.716787037037,La Molina,90.0,3.0,2.0,0.0,2.0
9414,2012,4,2067.497037037037,La Molina,175.0,3.0,2.0,1.0,3.0
9415,2012,4,2196.7156018518517,San Borja,110.0,3.0,2.0,2.0,2.0
9416,2012,4,2584.3712962962964,San Borja,120.0,3.0,4.0,0.0,0.0
9417,2012,4,1809.0599074074075,San Borja,85.0,2.0,2.0,1.0,0.0
9418,2012,4,1809.0599074074075,San Borja,105.0,3.0,2.0,1.0,2.0
9419,2012,4,1688.4731427222223,San Borja,150.0,3.0,2.0,0.0,3.0
9420,2012,4,1421.404212962963,San Borja,90.0,2.0,2.0,0.0,4.0
9421,2012,4,2196.7156018518517,San Borja,110.0,3.0,2.0,2.0,5.0
9422,2012,4,1589.1557538055556,San Borja,90.0,2.0,2.0,0.0,6.0
9423,2012,4,1291.2035870555555,San Borja,100.0,3.0,2.0,0.0,5.0
9424,2012,4,3178.311507611111,San Borja,120.0,4.0,3.0,2.0,0.0
9425,2012,4,3101.2455555555557,San Isidro,140.0,3.0,3.5,2.0,0.0
9426,2012,4,3178.7766944444447,San Isidro,157.0,3.0,2.5,2.0,2.0
9427,2012,4,4005.7755092592593,San Isidro,155.0,3.0,2.0,1.0,5.0
9428,2012,4,3488.90125,San Isidro,122.0,2.0,2.0,1.0,0.0
9429,2012,4,5168.742592592593,San Isidro,120.0,2.0,2.0,2.0,30.0
9430,2012,4,3618.119814814815,San Isidro,140.0,2.0,2.0,1.0,20.0
9431,2012,4,3747.33837962963,San Isidro,160.0,3.0,3.0,1.0,0.0
9432,2012,4,3359.682685185185,San Isidro,160.0,3.0,2.0,2.0,0.0
9433,2012,4,3359.682685185185,San Isidro,90.0,2.0,2.0,0.0,2.0
9434,2012,4,6202.491111111111,San Isidro,190.0,3.0,2.5,2.0,10.0
9435,2012,4,3876.5569444444445,Surco,182.0,3.0,3.0,2.0,10.0
9436,2012,4,3359.682685185185,Surco,140.0,3.0,2.5,1.0,4.0
9437,2012,4,3230.4641203703704,Surco,115.0,2.0,2.0,2.0,5.0
9438,2012,4,1633.3226592592594,Surco,108.0,3.0,3.0,1.0,1.0
9439,2012,4,2015.809611111111,Surco,105.0,2.0,3.0,1.0,5.0
9440,2012,4,1938.2784722222223,Surco,90.0,2.0,1.0,1.0,14.0
9441,2012,4,2269.0779981481483,Surco,90.0,3.0,3.0,1.0,0.0
9442,2012,4,2325.934166666667,Surco,100.0,2.0,1.0,0.0,10.0
9443,2012,4,2713.589861111111,Surco,107.0,3.0,3.0,2.0,0.0
9444,2012,4,4134.994074074074,Surco,270.0,3.0,2.5,2.0,10.0
9445,2012,4,2325.934166666667,Miraflores,75.0,2.0,1.0,1.0,11.0
9446,2012,4,2584.3712962962964,Miraflores,130.0,3.0,3.0,1.0,5.0
9447,2012,4,2842.808425925926,Miraflores,100.0,2.0,2.0,1.0,1.0
9448,2012,4,3618.119814814815,Miraflores,97.0,3.0,2.0,0.0,2.0
9449,2012,4,3307.9952592592595,Miraflores,65.0,2.0,2.0,1.0,4.0
9450,2012,4,3876.5569444444445,Miraflores,136.0,3.0,2.0,0.0,6.0
9451,2012,4,3359.682685185185,Miraflores,120.0,3.0,3.0,1.0,2.0
9452,2012,4,4651.868333333334,Miraflores,160.0,4.0,5.0,2.0,2.0
9453,2012,4,2584.3712962962964,Miraflores,110.0,3.0,2.0,1.0,7.0
9454,2012,4,4393.431203703703,Miraflores,141.0,3.0,2.5,2.0,7.0
9455,2012,4,3359.682685185185,Miraflores,101.0,3.0,2.0,1.0,0.0
9456,2012,4,5685.616851851852,Miraflores,230.0,3.0,3.0,1.0,42.0
9457,2012,4,3618.119814814815,Miraflores,121.0,3.0,2.0,1.0,10.0
9458,2012,4,3876.5569444444445,Miraflores,123.0,2.0,1.0,2.0,8.0
9459,2012,4,5168.742592592593,Miraflores,220.0,3.0,3.0,1.0,5.0
9460,2012,4,3101.2455555555557,Miraflores,95.0,3.0,2.0,1.0,4.0
9461,2012,4,3359.682685185185,Miraflores,140.0,3.0,2.5,2.0,1.0
9462,2012,4,3876.5569444444445,Miraflores,123.0,2.0,1.0,2.0,8.0
9463,2012,4,4651.868333333334,Miraflores,150.0,3.0,2.5,2.0,9.0
9464,2012,4,4393.431203703703,Miraflores,110.0,2.0,2.5,2.0,5.0
9465,2012,4,1632.2372233148149,Jesús María,70.0,3.0,2.0,0.0,0.0
9466,2012,4,646.0928240740741,Jesús María,70.0,2.0,2.0,0.0,6.0
9467,2012,4,1292.1856481481482,Lince,100.0,3.0,2.0,0.0,3.0
9468,2012,4,775.3113888888889,Lince,65.0,2.0,1.0,0.0,3.0
9469,2012,4,1224.9919944444446,Lince,100.0,3.0,1.0,0.0,4.0
9470,2012,4,1589.1557538055556,Pueblo Libre,85.0,3.0,2.0,0.0,2.0
9471,2012,4,1291.2035870555555,Pueblo Libre,80.0,3.0,2.0,0.0,4.0
9472,2012,4,1261.4057860092591,Pueblo Libre,90.0,2.0,2.0,0.0,6.0
9473,2012,4,1421.404212962963,Pueblo Libre,70.0,2.0,1.0,1.0,3.0
9474,2012,4,1092.5429655092594,Pueblo Libre,80.0,2.0,2.0,0.0,4.0
9475,2012,4,1489.838364888889,Magdalena,85.0,3.0,2.0,0.0,3.0
9476,2012,4,904.5299537037038,Magdalena,90.0,3.0,2.0,0.0,4.0
9477,2012,4,1550.6227777777779,Magdalena,95.0,3.0,2.0,0.0,0.0
9478,2012,4,1679.8413425925926,San Miguel,105.0,2.0,2.0,0.0,0.0
9479,2012,4,1266.3419351851853,San Miguel,70.0,3.0,2.0,0.0,0.0
9480,2012,4,1550.6227777777779,San Miguel,142.0,3.0,2.0,0.0,1.0
9481,2012,4,2067.497037037037,San Miguel,86.0,3.0,2.0,0.0,0.0
9482,2012,4,1178.8609668055556,San Miguel,65.0,2.0,2.0,0.0,0.0
9483,2012,4,2584.3712962962964,La Molina,110.0,4.0,3.0,1.0,1.0
9484,2012,4,1550.6227777777779,La Molina,110.0,3.0,2.0,0.0,0.0
9485,2012,4,1292.1856481481482,La Molina,84.0,3.0,2.0,1.0,7.0
9486,2012,4,1809.0599074074075,La Molina,103.0,4.0,3.0,2.0,0.0
9487,2012,4,2067.497037037037,La Molina,100.0,2.0,1.0,1.0,2.0
9488,2012,4,1421.404212962963,La Molina,140.0,2.0,1.0,1.0,5.0
9489,2012,4,1181.0576824074074,La Molina,70.0,2.0,1.0,0.0,5.0
9490,2012,4,2584.3712962962964,La Molina,240.0,3.0,2.0,1.0,2.0
9491,2012,4,1938.2784722222223,La Molina,110.0,3.0,2.0,1.0,10.0
9492,2012,4,2584.3712962962964,La Molina,96.0,2.0,2.5,0.0,2.0
9493,2012,4,1981.8768159907409,San Borja,90.0,2.0,2.0,1.0,0.0
9494,2012,4,1809.0599074074075,San Borja,105.0,3.0,2.0,1.0,1.0
9495,2012,4,2584.3712962962964,San Borja,97.0,3.0,3.0,2.0,8.0
9496,2012,4,1809.0599074074075,San Borja,95.0,3.0,2.5,0.0,3.0
9497,2012,4,2067.497037037037,San Borja,98.0,3.0,2.5,1.0,3.0
9498,2012,4,2774.6327111296296,San Borja,100.0,3.0,2.0,2.0,2.0
9499,2012,4,3101.2455555555557,San Borja,190.0,4.0,3.0,1.0,2.0
9500,2012,4,1684.5965857777778,San Borja,95.0,2.0,2.0,1.0,4.0
9501,2012,4,2279.157046203704,San Borja,115.0,3.0,2.0,1.0,2.0
9502,2012,4,2576.4372764166665,San Borja,145.0,3.0,3.0,1.0,2.0
9503,2012,4,2713.589861111111,San Isidro,115.0,2.0,2.0,2.0,0.0
9504,2012,4,2455.1527314814816,San Isidro,133.0,3.0,3.0,1.0,3.0
9505,2012,4,4005.7755092592593,San Isidro,150.0,3.0,2.0,0.0,20.0
9506,2012,4,2584.3712962962964,San Isidro,120.0,2.0,3.0,1.0,4.0
9507,2012,4,3101.2455555555557,San Isidro,85.0,3.0,2.0,1.0,7.0
9508,2012,4,4910.305462962963,San Isidro,300.0,2.0,2.0,2.0,3.0
9509,2012,4,3876.5569444444445,San Isidro,95.0,2.0,2.0,2.0,8.0
9510,2012,4,2584.3712962962964,San Isidro,150.0,3.0,2.0,2.0,15.0
9511,2012,4,4910.305462962963,San Isidro,185.0,3.0,2.5,1.0,5.0
9512,2012,4,5168.742592592593,San Isidro,214.0,3.0,3.0,2.0,20.0
9513,2012,4,1238.6633186018519,Surco,100.0,2.0,2.0,0.0,3.0
9514,2012,4,891.8406906388889,Surco,60.0,2.0,1.0,0.0,3.0
9515,2012,4,1040.493727601852,Surco,80.0,2.0,2.0,0.0,5.0
9516,2012,4,3876.5569444444445,Surco,200.0,3.0,2.5,2.0,2.0
9517,2012,4,2477.352480916667,Surco,160.0,3.0,3.0,2.0,0.0
9518,2012,4,2196.7156018518517,Surco,130.0,3.0,4.0,1.0,2.0
9519,2012,4,2972.026990740741,Surco,117.0,3.0,2.5,1.0,2.0
9520,2012,4,1783.6813812777777,Surco,100.0,3.0,2.5,0.0,2.0
9521,2012,4,2325.934166666667,Surco,90.0,3.0,2.0,1.0,0.0
9522,2012,4,2713.589861111111,Surco,107.0,3.0,3.0,2.0,0.0
9523,2012,4,2842.808425925926,Miraflores,108.0,2.0,1.0,1.0,10.0
9524,2012,4,1550.6227777777779,Miraflores,65.0,2.0,1.0,1.0,5.0
9525,2012,4,3359.682685185185,Miraflores,100.0,2.0,2.0,1.0,6.0
9526,2012,4,3359.682685185185,Miraflores,108.0,2.0,2.0,2.0,5.0
9527,2012,4,2725.0903133796296,Miraflores,95.0,2.0,2.0,1.0,1.0
9528,2012,4,2584.3712962962964,Miraflores,100.0,3.0,3.0,1.0,0.0
9529,2012,4,4134.994074074074,Miraflores,130.0,3.0,2.0,1.0,3.0
9530,2012,4,3876.5569444444445,Miraflores,113.0,3.0,2.0,1.0,4.0
9531,2012,4,3101.2455555555557,Miraflores,125.0,3.0,2.0,1.0,3.0
9532,2012,4,3618.119814814815,Miraflores,128.0,3.0,2.5,2.0,4.0
9533,2012,4,2403.4653055555555,Miraflores,120.0,2.0,2.0,1.0,3.0
9534,2012,4,1809.0599074074075,Miraflores,100.0,2.0,2.0,1.0,10.0
9535,2012,4,2584.3712962962964,Miraflores,110.0,3.0,3.0,1.0,7.0
9536,2012,4,3618.119814814815,Miraflores,80.0,2.0,2.5,1.0,0.0
9537,2012,4,2067.497037037037,Miraflores,100.0,2.0,2.0,0.0,10.0
9538,2012,4,2720.3867576203706,Miraflores,96.0,2.0,2.0,1.0,4.0
9539,2012,4,3876.5569444444445,Miraflores,100.0,2.0,2.0,2.0,1.0
9540,2012,4,3307.9952592592595,Miraflores,160.0,3.0,3.0,2.0,3.0
9541,2012,4,2196.7156018518517,Miraflores,85.0,2.0,2.0,1.0,6.0
9542,2012,4,2972.8281458425927,Miraflores,90.0,2.0,2.0,1.0,1.0
9543,2012,4,1550.6227777777779,Jesús María,80.0,2.0,2.0,0.0,2.0
9544,2012,4,2160.2501228611113,Jesús María,90.0,3.0,2.0,1.0,1.0
9545,2012,4,1679.8413425925926,Lince,90.0,2.0,2.0,0.0,3.0
9546,2012,4,2325.934166666667,Lince,90.0,2.0,1.0,1.0,0.0
9547,2012,4,1716.4618838611111,Pueblo Libre,100.0,3.0,3.0,0.0,3.0
9548,2012,4,941.3830883888888,Pueblo Libre,90.0,2.0,2.0,0.0,0.0
9549,2012,4,2196.7156018518517,Pueblo Libre,160.0,4.0,4.0,2.0,2.0
9550,2012,4,1498.935351851852,Pueblo Libre,90.0,2.0,1.0,0.0,45.0
9551,2012,4,1585.511790277778,Pueblo Libre,155.0,3.0,2.0,0.0,3.0
9552,2012,4,1938.2784722222223,Magdalena,95.0,3.0,2.0,0.0,3.0
9553,2012,4,1162.9670833333334,Magdalena,95.0,3.0,2.0,0.0,2.0
9554,2012,4,2325.934166666667,Magdalena,85.0,3.0,3.0,1.0,6.0
9555,2012,4,3618.119814814815,Magdalena,90.0,3.0,2.0,1.0,1.0
9556,2012,4,1139.578523101852,San Miguel,100.0,2.0,2.0,0.0,2.0
9557,2012,4,1809.0599074074075,San Miguel,105.0,2.0,2.0,0.0,2.0
9558,2012,4,1585.511790277778,San Miguel,110.0,3.0,3.0,0.0,3.0
9559,2012,4,1734.1389835277778,San Miguel,105.0,3.0,3.0,1.0,0.0
9560,2012,4,1498.935351851852,San Miguel,95.0,3.0,2.0,0.0,2.0
9561,2012,4,1343.873074074074,La Molina,160.0,3.0,3.0,0.0,4.0
9562,2012,4,1359.3793018518518,La Molina,80.0,2.0,2.0,1.0,8.0
9563,2012,4,890.4709738518519,La Molina,85.0,2.0,2.0,0.0,2.0
9564,2012,4,1484.126904324074,La Molina,95.0,3.0,2.0,1.0,2.0
9565,2012,4,1033.7485185185185,La Molina,90.0,2.0,2.0,0.0,2.0
9566,2012,4,1286.2415941666666,La Molina,95.0,2.0,2.0,1.0,3.0
9567,2012,4,1137.8469943333332,La Molina,90.0,2.0,2.0,0.0,4.0
9568,2012,4,1421.404212962963,La Molina,77.0,2.0,1.0,1.0,3.0
9569,2012,4,1292.1856481481482,La Molina,110.0,3.0,2.0,0.0,2.0
9570,2012,4,1978.8531015740743,La Molina,130.0,3.0,3.0,2.0,2.0
9571,2012,4,2325.934166666667,San Borja,90.0,2.0,2.0,1.0,2.0
9572,2012,4,1550.6227777777779,San Borja,105.0,3.0,3.0,0.0,5.0
9573,2012,4,2067.497037037037,San Borja,115.0,3.0,2.0,1.0,11.0
9574,2012,4,3359.682685185185,San Borja,150.0,3.0,4.0,1.0,14.0
9575,2012,4,2067.497037037037,San Borja,100.0,3.0,2.0,1.0,2.0
9576,2012,4,2145.028175925926,San Borja,125.0,3.0,3.0,1.0,2.0
9577,2012,4,2176.7384117314814,San Borja,130.0,3.0,3.0,0.0,2.0
9578,2012,4,3876.5569444444445,San Borja,300.0,4.0,3.0,1.0,10.0
9579,2012,4,2275.6681449537036,San Borja,110.0,3.0,3.0,1.0,3.0
9580,2012,4,2067.497037037037,San Borja,130.0,3.0,2.0,0.0,4.0
9581,2012,4,3230.4641203703704,San Isidro,120.0,2.0,3.0,1.0,3.0
9582,2012,4,3747.33837962963,San Isidro,130.0,2.0,2.5,1.0,1.0
9583,2012,4,2325.934166666667,San Isidro,110.0,3.0,2.0,0.0,12.0
9584,2012,4,2325.934166666667,San Isidro,130.0,3.0,2.0,1.0,16.0
9585,2012,4,2584.3712962962964,San Isidro,94.0,2.0,1.0,1.0,2.0
9586,2012,4,2581.786925,San Isidro,120.0,2.0,3.0,1.0,0.0
9587,2012,4,2584.3712962962964,San Isidro,108.0,3.0,2.0,1.0,2.0
9588,2012,4,2473.5534551111114,San Isidro,102.0,3.0,3.0,1.0,3.0
9589,2012,4,5944.053981481482,San Isidro,120.0,3.0,3.0,1.0,2.0
9590,2012,4,2946.1832777777777,San Isidro,175.0,3.0,2.0,1.0,3.0
9591,2012,4,3618.119814814815,Surco,140.0,3.0,3.0,1.0,2.0
9592,2012,4,2842.808425925926,Surco,148.0,3.0,2.0,1.0,0.0
9593,2012,4,1292.1856481481482,Surco,118.0,3.0,2.0,0.0,14.0
9594,2012,4,2455.1527314814816,Surco,128.0,2.0,2.0,2.0,5.0
9595,2012,4,1679.8413425925926,Surco,85.0,2.0,1.0,1.0,4.0
9596,2012,4,1929.36239125,Surco,130.0,3.0,3.0,1.0,2.0
9597,2012,4,2196.7156018518517,Surco,140.0,3.0,3.0,1.0,1.0
